id,Name,RenderingModelGroup,EngineFamily,EngineGroup,EngineImplementationClass,InteractionComplexity,SemanticLayer,SessionPersistence,WorkspaceModel,StateModel,HostPlatform,RuntimeEnvironment,PlatformGroup,EcosystemFamily,EcosystemContext,EcosystemGroup,PrimaryLanguage,ImplementationStyle,FirstReleaseYear,ArchitectureVersionEpoch,ActivitySignal,PublicLifecycleLabel,MaturityScore,PublicMaturityLabel,public_status_label,PrimarySource,Notes,EngineArchitectureLevel,InteractionModelRefined,ModelLayer_RenderingModelGroup,ModelLayer_EngineGroup,ModelLayer_InteractionModelRefined,ModelLayer_PlatformGroup,ModelLayer_EcosystemGroup,ModelLayer_PrimaryLanguage,ModelLayer_FirstReleaseYear,ModelLayer_ActivitySignal,ModelLayer_MaturityScore,ModelLayer_public_status_label,InteractionModelRefined_v4,ModelLayer_InteractionComplexity,ModelLayer_SemanticLayer,ModelLayer_StateModel,ModelLayer_EngineArchitectureLevel,SemanticLayer_v5,ModelLayer_EngineFamily,ModelLayer_SessionPersistence,ModelLayer_WorkspaceModel,ModelLayer_EngineImplementationClass,ModelLayer_RuntimeEnvironment,ModelLayer_HostPlatform,ModelLayer_EcosystemContext,ModelLayer_EcosystemFamily,ModelLayer_ImplementationStyle,ModelLayer_ArchitectureVersionEpoch,ModelLayer_PublicMaturityLabel,ModelLayer_PublicLifecycleLabel
term_lilyterm,lilyterm,text_grid_cpu,reused_widget_engine,vte_based,vte,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,gnome_ecosystem,gnome_ecosystem,C,native_systems_language,,unknown_epoch,dormant,inactive_or_dormant,2,Maintained,Maintained,https://github.com/Tetralet/LilyTerm,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/Tetralet/LilyTerm""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/Tetralet/LilyTerm""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/Tetralet/LilyTerm""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/Tetralet/LilyTerm""}],""source_urls"":[""https://github.com/Tetralet/LilyTerm""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_linux_console,Linux console,framebuffer_direct,minimal_native_engine,low_level_minimal,minimal_native,classic_tty,none,system_console,system_console,system_console,no_window_system,native_runtime,no_window_system,standalone_or_independent,standalone,standalone,C,native_systems_language,1991,x11_toolkit_expansion,active,active,3,Active,Active,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""classic_tty / plain_terminal / system_console"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git""},{""field"":""v6_ontology"",""value"":""EngineFamily=minimal_native_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=system_console"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git""}],""source_urls"":[""https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git""],""review_status"":""v6_validated""}",minimal_native_engine,classic_tty,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,classic_tty,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_lterm,lterm,text_grid_cpu,reused_widget_engine,vte_based,vte,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,gnome_ecosystem,gnome_ecosystem,C,native_systems_language,,unknown_epoch,dormant,inactive_or_dormant,2,Maintained,Maintained,https://sourceforge.net/projects/lterm/,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""project_page""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://sourceforge.net/projects/lterm/""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://sourceforge.net/projects/lterm/""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://sourceforge.net/projects/lterm/""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://sourceforge.net/projects/lterm/""}],""source_urls"":[""https://sourceforge.net/projects/lterm/""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_lxterminal,LXTerminal,text_grid_cpu,reused_widget_engine,vte_based,vte,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,lxde_ecosystem,lxde_ecosystem,C,native_systems_language,2008,desktop_widget_consolidation,dormant,inactive_or_dormant,2,Maintained,Maintained,https://github.com/lxde/lxterminal,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/lxde/lxterminal""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/lxde/lxterminal""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/lxde/lxterminal""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/lxde/lxterminal""}],""source_urls"":[""https://github.com/lxde/lxterminal""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_mate_terminal,Mate Terminal,text_grid_cpu,reused_widget_engine,vte_based,vte,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,mate_ecosystem,mate_ecosystem,C,native_systems_language,,unknown_epoch,active,active,3,Active,Active,https://github.com/mate-desktop/mate-terminal,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/mate-desktop/mate-terminal""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/mate-desktop/mate-terminal""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/mate-desktop/mate-terminal""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/mate-desktop/mate-terminal""}],""source_urls"":[""https://github.com/mate-desktop/mate-terminal""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_mrxvt,mrxvt,text_grid_cpu,reused_widget_engine,terminal_widget_toolkit,generic_terminal_widget,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,standalone_or_independent,standalone,standalone,C,native_systems_language,2003,desktop_widget_consolidation,archived,archived_or_legacy,1,Legacy,Legacy,https://github.com/razvanm/mrxvt,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/razvanm/mrxvt""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/razvanm/mrxvt""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/razvanm/mrxvt""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/razvanm/mrxvt""}],""source_urls"":[""https://github.com/razvanm/mrxvt""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_ptyxis,Ptyxis,text_grid_cpu,reused_widget_engine,vte_based,vte,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,gnome_ecosystem,gnome_ecosystem,C,native_systems_language,2023,workflow_gpu_maturation,active,active,2,Active,Active,https://gitlab.gnome.org/chergert/ptyxis,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://gitlab.gnome.org/chergert/ptyxis""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://gitlab.gnome.org/chergert/ptyxis""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://gitlab.gnome.org/chergert/ptyxis""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://gitlab.gnome.org/chergert/ptyxis""}],""source_urls"":[""https://gitlab.gnome.org/chergert/ptyxis""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_roxterm,ROXTerm,text_grid_cpu,reused_widget_engine,vte_based,vte,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,gnome_ecosystem,gnome_ecosystem,C,native_systems_language,2006,desktop_widget_consolidation,active,active,3,Active,Active,https://github.com/realh/roxterm,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/realh/roxterm""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/realh/roxterm""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/realh/roxterm""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/realh/roxterm""}],""source_urls"":[""https://github.com/realh/roxterm""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_rxvt,rxvt,text_grid_cpu,reused_widget_engine,terminal_widget_toolkit,generic_terminal_widget,classic_tty,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,standalone_or_independent,standalone,standalone,C,native_systems_language,1992,x11_toolkit_expansion,archived,archived_or_legacy,1,Legacy,Legacy,http://rxvt.sourceforge.net/,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""project_page""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""http://rxvt.sourceforge.net/""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""classic_tty / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""http://rxvt.sourceforge.net/""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""http://rxvt.sourceforge.net/""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""http://rxvt.sourceforge.net/""}],""source_urls"":[""http://rxvt.sourceforge.net/""],""review_status"":""v6_validated""}",reused_terminal_widget,classic_tty,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,classic_tty,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_sakura,Sakura,text_grid_cpu,reused_widget_engine,vte_based,vte,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,gnome_ecosystem,gnome_ecosystem,C,native_systems_language,2006,desktop_widget_consolidation,dormant,inactive_or_dormant,2,Maintained,Maintained,https://github.com/dabisu/sakura,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/dabisu/sakura""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/dabisu/sakura""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/dabisu/sakura""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/dabisu/sakura""}],""source_urls"":[""https://github.com/dabisu/sakura""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_st_suckless_terminal,st,text_grid_cpu,minimal_native_engine,low_level_minimal,minimal_native,classic_tty,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,standalone_or_independent,standalone,standalone,C,native_systems_language,2009,desktop_widget_consolidation,active,active,3,Active,Active,https://st.suckless.org/,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""documentation""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://st.suckless.org/""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""classic_tty / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://st.suckless.org/""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://st.suckless.org/""},{""field"":""v6_ontology"",""value"":""EngineFamily=minimal_native_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://st.suckless.org/""}],""source_urls"":[""https://st.suckless.org/""],""review_status"":""v6_validated""}",minimal_native_engine,classic_tty,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,classic_tty,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_stjerm,stjerm,text_grid_cpu,minimal_native_engine,low_level_minimal,minimal_native,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,standalone_or_independent,standalone,standalone,C,native_systems_language,,unknown_epoch,dormant,inactive_or_dormant,2,Maintained,Maintained,https://code.google.com/archive/p/stjerm/,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""project_page""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://code.google.com/archive/p/stjerm/""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://code.google.com/archive/p/stjerm/""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://code.google.com/archive/p/stjerm/""},{""field"":""v6_ontology"",""value"":""EngineFamily=minimal_native_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://code.google.com/archive/p/stjerm/""}],""source_urls"":[""https://code.google.com/archive/p/stjerm/""],""review_status"":""v6_validated""}",minimal_native_engine,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_svte,svte,text_grid_cpu,reused_widget_engine,vte_based,vte,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,gnome_ecosystem,gnome_ecosystem,C,native_systems_language,,unknown_epoch,archived,archived_or_legacy,1,Legacy,Legacy,https://github.com/JamesLinus/svte,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/JamesLinus/svte""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/JamesLinus/svte""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/JamesLinus/svte""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/JamesLinus/svte""}],""source_urls"":[""https://github.com/JamesLinus/svte""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_terminology,Terminology,text_grid_cpu,reused_widget_engine,terminal_widget_toolkit,generic_terminal_widget,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,standalone_or_independent,standalone,standalone,C,native_systems_language,2012,gpu_and_web_divergence,active,active,3,Active,Active,https://git.enlightenment.org/enlightenment/terminology,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""project_page""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://git.enlightenment.org/enlightenment/terminology""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://git.enlightenment.org/enlightenment/terminology""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://git.enlightenment.org/enlightenment/terminology""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://git.enlightenment.org/enlightenment/terminology""}],""source_urls"":[""https://git.enlightenment.org/enlightenment/terminology""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_termit,Termit,text_grid_cpu,reused_widget_engine,vte_based,vte,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,gnome_ecosystem,gnome_ecosystem,C,native_systems_language,2008,desktop_widget_consolidation,active,active,3,Active,Active,https://github.com/nonstop/termit,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/nonstop/termit""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/nonstop/termit""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/nonstop/termit""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/nonstop/termit""}],""source_urls"":[""https://github.com/nonstop/termit""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
